isolate	comparedTo_iso	method_1	sanity_check	YN00_dN		YN00_dN_SE		YN00_kappa		YN00_dS_SE		YN00_N		YN00_S		YN00_t		YN00_omega		YN00_dS	method_2		LWL85m_dN		LWL85m_w		LWL85m_N		LWL85m_S		LWL85m_rho		LWL85m_dS	method3		LPB93_dN		LPB93_dS		LPB93_w	method4		LWL85_dN		LWL85_S		LWL85_dS		LWL85_w		LWL85_N	method5		NG86_dN		NG86_omega		NG86_dS
ERR1045869	MG343_maxbin_1	YN00	YN00_dN	0.0034	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0005	YN00_N	404748.5	YN00_S	125963.5	YN00_t	0.0314	YN00_omega	0.1036	YN00_dS	0.033	LWL85m	LWL85m_dN	0.003	LWL85m_w	0.135	LWL85m_N	386614.0	LWL85m_S	144097.0	LWL85m_rho	None	LWL85m_dS	0.028	LPB93	LPB93_dN	0.003	LPB93_dS	0.028	LPB93_w	0.1344	LWL85	LWL85_dN	0.003	LWL85_S	116446.0	LWL85_dS	0.034	LWL85_w	0.1018	LWL85_N	414265.0	NG86	NG86_dN	0.0034	NG86_omega	0.1035	NG86_dS	0.033
ERR1045869	MG736_maxbin_2	YN00	YN00_dN	0.0042	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404745.4	YN00_S	125966.6	YN00_t	0.0401	YN00_omega	0.0988	YN00_dS	0.0428	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1273	LWL85m_N	387942.0	LWL85m_S	142769.0	LWL85m_rho	None	LWL85m_dS	0.036	LPB93	LPB93_dN	0.004	LPB93_dS	0.036	LPB93_w	0.1268	LWL85	LWL85_dN	0.004	LWL85_S	116442.0	LWL85_dS	0.045	LWL85_w	0.0973	LWL85_N	414269.0	NG86	NG86_dN	0.0042	NG86_omega	0.0989	NG86_dS	0.0427
ERR1045869	MG151_maxbin_2	YN00	YN00_dN	0.0038	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404729.9	YN00_S	125982.1	YN00_t	0.0368	YN00_omega	0.0953	YN00_dS	0.0395	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.124	LWL85m_N	387989.0	LWL85m_S	142722.0	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.004	LPB93_dS	0.033	LPB93_w	0.1241	LWL85	LWL85_dN	0.003	LWL85_S	116436.0	LWL85_dS	0.041	LWL85_w	0.0948	LWL85_N	414275.0	NG86	NG86_dN	0.0038	NG86_omega	0.0953	NG86_dS	0.0395
ERR1045869	SRR10389210	YN00	YN00_dN	0.0033	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0005	YN00_N	404751.7	YN00_S	125960.3	YN00_t	0.03	YN00_omega	0.1026	YN00_dS	0.0317	LWL85m	LWL85m_dN	0.003	LWL85m_w	0.134	LWL85m_N	386775.0	LWL85m_S	143937.0	LWL85m_rho	None	LWL85m_dS	0.027	LPB93	LPB93_dN	0.003	LPB93_dS	0.027	LPB93_w	0.1336	LWL85	LWL85_dN	0.003	LWL85_S	116438.0	LWL85_dS	0.033	LWL85_w	0.1012	LWL85_N	414273.0	NG86	NG86_dN	0.0033	NG86_omega	0.1025	NG86_dS	0.0317
ERR1045869	SRR5449043	YN00	YN00_dN	0.0033	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0005	YN00_N	404750.9	YN00_S	125961.1	YN00_t	0.0301	YN00_omega	0.1027	YN00_dS	0.0317	LWL85m	LWL85m_dN	0.003	LWL85m_w	0.1341	LWL85m_N	386788.0	LWL85m_S	143923.0	LWL85m_rho	None	LWL85m_dS	0.027	LPB93	LPB93_dN	0.003	LPB93_dS	0.027	LPB93_w	0.1337	LWL85	LWL85_dN	0.003	LWL85_S	116439.0	LWL85_dS	0.033	LWL85_w	0.1013	LWL85_N	414273.0	NG86	NG86_dN	0.0033	NG86_omega	0.1026	NG86_dS	0.0317
ERR1045869	MG1066_maxbin_09	YN00	YN00_dN	0.0038	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0005	YN00_N	404711.7	YN00_S	126000.3	YN00_t	0.034	YN00_omega	0.1053	YN00_dS	0.0356	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.137	LWL85m_N	387784.0	LWL85m_S	142927.0	LWL85m_rho	None	LWL85m_dS	0.03	LPB93	LPB93_dN	0.004	LPB93_dS	0.03	LPB93_w	0.137	LWL85	LWL85_dN	0.003	LWL85_S	116456.0	LWL85_dS	0.037	LWL85_w	0.1045	LWL85_N	414255.0	NG86	NG86_dN	0.0037	NG86_omega	0.1052	NG86_dS	0.0356
ERR1045869	MG125_maxbin_2	YN00	YN00_dN	0.0036	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0005	YN00_N	404736.7	YN00_S	125975.3	YN00_t	0.032	YN00_omega	0.1083	YN00_dS	0.0333	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1415	LWL85m_N	385873.0	LWL85m_S	144838.0	LWL85m_rho	None	LWL85m_dS	0.028	LPB93	LPB93_dN	0.004	LPB93_dS	0.028	LPB93_w	0.1399	LWL85	LWL85_dN	0.003	LWL85_S	116447.0	LWL85_dS	0.035	LWL85_w	0.106	LWL85_N	414264.0	NG86	NG86_dN	0.0036	NG86_omega	0.1082	NG86_dS	0.0333
ERR1045869	MG282_maxbin_3	YN00	YN00_dN	0.0036	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0005	YN00_N	404726.4	YN00_S	125985.6	YN00_t	0.0336	YN00_omega	0.1012	YN00_dS	0.0357	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1328	LWL85m_N	386868.0	LWL85m_S	143843.0	LWL85m_rho	None	LWL85m_dS	0.03	LPB93	LPB93_dN	0.004	LPB93_dS	0.03	LPB93_w	0.1331	LWL85	LWL85_dN	0.003	LWL85_S	116444.0	LWL85_dS	0.037	LWL85_w	0.1004	LWL85_N	414267.0	NG86	NG86_dN	0.0036	NG86_omega	0.1011	NG86_dS	0.0356
ERR1045869	MG273_maxbin_4	YN00	YN00_dN	0.0035	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0005	YN00_N	404736.0	YN00_S	125976.0	YN00_t	0.0335	YN00_omega	0.0985	YN00_dS	0.0357	LWL85m	LWL85m_dN	0.003	LWL85m_w	0.1292	LWL85m_N	387025.0	LWL85m_S	143686.0	LWL85m_rho	None	LWL85m_dS	0.03	LPB93	LPB93_dN	0.003	LPB93_dS	0.03	LPB93_w	0.1298	LWL85	LWL85_dN	0.003	LWL85_S	116445.0	LWL85_dS	0.037	LWL85_w	0.0978	LWL85_N	414266.0	NG86	NG86_dN	0.0035	NG86_omega	0.0985	NG86_dS	0.0357
MG1297_maxbin_2	SRR10957314	YN00	YN00_dN	0.0039	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404721.4	YN00_S	125990.6	YN00_t	0.0387	YN00_omega	0.0923	YN00_dS	0.0419	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1217	LWL85m_N	386407.0	LWL85m_S	144304.0	LWL85m_rho	None	LWL85m_dS	0.035	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.1203	LWL85	LWL85_dN	0.004	LWL85_S	116436.0	LWL85_dS	0.044	LWL85_w	0.0916	LWL85_N	414275.0	NG86	NG86_dN	0.0039	NG86_omega	0.0923	NG86_dS	0.0418
MG1297_maxbin_2	SRR3350448	YN00	YN00_dN	0.0043	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404765.9	YN00_S	125946.1	YN00_t	0.0398	YN00_omega	0.1008	YN00_dS	0.0423	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1331	LWL85m_N	385701.0	LWL85m_S	145010.0	LWL85m_rho	None	LWL85m_dS	0.035	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.1319	LWL85	LWL85_dN	0.004	LWL85_S	116441.0	LWL85_dS	0.044	LWL85_w	0.0995	LWL85_N	414270.0	NG86	NG86_dN	0.0043	NG86_omega	0.1009	NG86_dS	0.0422
MG1297_maxbin_2	ERR1045808	YN00	YN00_dN	0.0038	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404752.9	YN00_S	125959.1	YN00_t	0.0369	YN00_omega	0.0973	YN00_dS	0.0395	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1291	LWL85m_N	386550.0	LWL85m_S	144161.0	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.004	LPB93_dS	0.033	LPB93_w	0.1279	LWL85	LWL85_dN	0.004	LWL85_S	116436.0	LWL85_dS	0.041	LWL85_w	0.0973	LWL85_N	414275.0	NG86	NG86_dN	0.0038	NG86_omega	0.0973	NG86_dS	0.0394
MG1297_maxbin_2	ERR1045869	YN00	YN00_dN	0.0044	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404724.5	YN00_S	125987.5	YN00_t	0.0415	YN00_omega	0.0998	YN00_dS	0.0441	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1308	LWL85m_N	386226.0	LWL85m_S	144485.0	LWL85m_rho	None	LWL85m_dS	0.037	LPB93	LPB93_dN	0.004	LPB93_dS	0.037	LPB93_w	0.13	LWL85	LWL85_dN	0.004	LWL85_S	116445.0	LWL85_dS	0.046	LWL85_w	0.0983	LWL85_N	414266.0	NG86	NG86_dN	0.0044	NG86_omega	0.0999	NG86_dS	0.044
MG1297_maxbin_2	SRR10957311	YN00	YN00_dN	0.0043	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404711.7	YN00_S	126000.3	YN00_t	0.0402	YN00_omega	0.1012	YN00_dS	0.0426	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1327	LWL85m_N	387043.0	LWL85m_S	143669.0	LWL85m_rho	None	LWL85m_dS	0.036	LPB93	LPB93_dN	0.004	LPB93_dS	0.036	LPB93_w	0.1318	LWL85	LWL85_dN	0.004	LWL85_S	116445.0	LWL85_dS	0.044	LWL85_w	0.1005	LWL85_N	414266.0	NG86	NG86_dN	0.0043	NG86_omega	0.1012	NG86_dS	0.0425
MG1297_maxbin_2	ERR1045866	YN00	YN00_dN	0.0042	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404707.1	YN00_S	126004.9	YN00_t	0.0395	YN00_omega	0.1002	YN00_dS	0.042	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1307	LWL85m_N	386672.0	LWL85m_S	144039.0	LWL85m_rho	None	LWL85m_dS	0.035	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.1296	LWL85	LWL85_dN	0.004	LWL85_S	116438.0	LWL85_dS	0.044	LWL85_w	0.0986	LWL85_N	414273.0	NG86	NG86_dN	0.0042	NG86_omega	0.1003	NG86_dS	0.0419
MG1297_maxbin_2	ERR1045863	YN00	YN00_dN	0.0044	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404702.3	YN00_S	126009.7	YN00_t	0.0417	YN00_omega	0.0996	YN00_dS	0.0443	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.13	LWL85m_N	387149.0	LWL85m_S	143562.0	LWL85m_rho	None	LWL85m_dS	0.037	LPB93	LPB93_dN	0.004	LPB93_dS	0.037	LPB93_w	0.1295	LWL85	LWL85_dN	0.004	LWL85_S	116442.0	LWL85_dS	0.046	LWL85_w	0.0985	LWL85_N	414269.0	NG86	NG86_dN	0.0044	NG86_omega	0.0996	NG86_dS	0.0442
MG1297_maxbin_2	MG1276_maxbin_03_sub	YN00	YN00_dN	0.0046	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404683.5	YN00_S	126028.5	YN00_t	0.0424	YN00_omega	0.103	YN00_dS	0.0447	LWL85m	LWL85m_dN	0.005	LWL85m_w	0.1354	LWL85m_N	387063.0	LWL85m_S	143649.0	LWL85m_rho	None	LWL85m_dS	0.038	LPB93	LPB93_dN	0.005	LPB93_dS	0.038	LPB93_w	0.1336	LWL85	LWL85_dN	0.004	LWL85_S	116440.0	LWL85_dS	0.046	LWL85_w	0.1025	LWL85_N	414271.0	NG86	NG86_dN	0.0046	NG86_omega	0.1031	NG86_dS	0.0446
MG1297_maxbin_2	MG364_maxbin_5	YN00	YN00_dN	0.0041	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404718.9	YN00_S	125993.1	YN00_t	0.0408	YN00_omega	0.092	YN00_dS	0.0442	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1203	LWL85m_N	387898.0	LWL85m_S	142813.0	LWL85m_rho	None	LWL85m_dS	0.037	LPB93	LPB93_dN	0.004	LPB93_dS	0.037	LPB93_w	0.1202	LWL85	LWL85_dN	0.004	LWL85_S	116454.0	LWL85_dS	0.046	LWL85_w	0.0919	LWL85_N	414257.0	NG86	NG86_dN	0.0041	NG86_omega	0.092	NG86_dS	0.0441
MG1297_maxbin_2	MG1343_maxbin_1	YN00	YN00_dN	0.004	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404710.2	YN00_S	126001.8	YN00_t	0.0385	YN00_omega	0.0956	YN00_dS	0.0414	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1263	LWL85m_N	386438.0	LWL85m_S	144273.0	LWL85m_rho	None	LWL85m_dS	0.035	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.1253	LWL85	LWL85_dN	0.004	LWL85_S	116437.0	LWL85_dS	0.043	LWL85_w	0.0951	LWL85_N	414274.0	NG86	NG86_dN	0.004	NG86_omega	0.0956	NG86_dS	0.0413
MG1297_maxbin_2	MG1348_maxbin_1	YN00	YN00_dN	0.004	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404709.8	YN00_S	126002.2	YN00_t	0.0385	YN00_omega	0.0956	YN00_dS	0.0414	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1263	LWL85m_N	386438.0	LWL85m_S	144273.0	LWL85m_rho	None	LWL85m_dS	0.035	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.1253	LWL85	LWL85_dN	0.004	LWL85_S	116437.0	LWL85_dS	0.043	LWL85_w	0.0951	LWL85_N	414274.0	NG86	NG86_dN	0.004	NG86_omega	0.0956	NG86_dS	0.0413
MG1297_maxbin_2	SRR13259104	YN00	YN00_dN	0.0039	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404716.7	YN00_S	125995.3	YN00_t	0.0382	YN00_omega	0.0955	YN00_dS	0.0411	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1254	LWL85m_N	386624.0	LWL85m_S	144088.0	LWL85m_rho	None	LWL85m_dS	0.034	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.1241	LWL85	LWL85_dN	0.004	LWL85_S	116447.0	LWL85_dS	0.043	LWL85_w	0.0946	LWL85_N	414264.0	NG86	NG86_dN	0.0039	NG86_omega	0.0956	NG86_dS	0.041
MG1297_maxbin_2	SRR5449044	YN00	YN00_dN	0.004	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404726.9	YN00_S	125985.1	YN00_t	0.0379	YN00_omega	0.0989	YN00_dS	0.0404	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1311	LWL85m_N	386039.0	LWL85m_S	144672.0	LWL85m_rho	None	LWL85m_dS	0.034	LPB93	LPB93_dN	0.004	LPB93_dS	0.034	LPB93_w	0.1294	LWL85	LWL85_dN	0.004	LWL85_S	116438.0	LWL85_dS	0.042	LWL85_w	0.0983	LWL85_N	414273.0	NG86	NG86_dN	0.004	NG86_omega	0.0989	NG86_dS	0.0403
MG1297_maxbin_2	MG1357_maxbin_09	YN00	YN00_dN	0.004	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404710.2	YN00_S	126001.8	YN00_t	0.0385	YN00_omega	0.0956	YN00_dS	0.0414	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1263	LWL85m_N	386438.0	LWL85m_S	144273.0	LWL85m_rho	None	LWL85m_dS	0.035	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.1253	LWL85	LWL85_dN	0.004	LWL85_S	116437.0	LWL85_dS	0.043	LWL85_w	0.0951	LWL85_N	414274.0	NG86	NG86_dN	0.004	NG86_omega	0.0956	NG86_dS	0.0413
MG1297_maxbin_2	SRR5945977	YN00	YN00_dN	0.0044	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404724.5	YN00_S	125987.5	YN00_t	0.0415	YN00_omega	0.0998	YN00_dS	0.0441	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1308	LWL85m_N	386226.0	LWL85m_S	144485.0	LWL85m_rho	None	LWL85m_dS	0.037	LPB93	LPB93_dN	0.004	LPB93_dS	0.037	LPB93_w	0.13	LWL85	LWL85_dN	0.004	LWL85_S	116445.0	LWL85_dS	0.046	LWL85_w	0.0983	LWL85_N	414266.0	NG86	NG86_dN	0.0044	NG86_omega	0.0999	NG86_dS	0.044
MG1297_maxbin_2	ERR1939904	YN00	YN00_dN	0.0042	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404719.5	YN00_S	125992.5	YN00_t	0.0389	YN00_omega	0.102	YN00_dS	0.0412	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1364	LWL85m_N	385260.0	LWL85m_S	145451.0	LWL85m_rho	None	LWL85m_dS	0.034	LPB93	LPB93_dN	0.004	LPB93_dS	0.034	LPB93_w	0.1347	LWL85	LWL85_dN	0.004	LWL85_S	116446.0	LWL85_dS	0.043	LWL85_w	0.1016	LWL85_N	414265.0	NG86	NG86_dN	0.0042	NG86_omega	0.1021	NG86_dS	0.0411
MG1297_maxbin_2	SRR8179089	YN00	YN00_dN	0.004	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404726.8	YN00_S	125985.2	YN00_t	0.0379	YN00_omega	0.0987	YN00_dS	0.0404	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1308	LWL85m_N	386067.0	LWL85m_S	144644.0	LWL85m_rho	None	LWL85m_dS	0.034	LPB93	LPB93_dN	0.004	LPB93_dS	0.034	LPB93_w	0.1292	LWL85	LWL85_dN	0.004	LWL85_S	116439.0	LWL85_dS	0.042	LWL85_w	0.0981	LWL85_N	414272.0	NG86	NG86_dN	0.004	NG86_omega	0.0987	NG86_dS	0.0403
MG1297_maxbin_2	MG1065_maxbin_03	YN00	YN00_dN	0.0046	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404687.0	YN00_S	126025.0	YN00_t	0.0424	YN00_omega	0.1018	YN00_dS	0.0449	LWL85m	LWL85m_dN	0.005	LWL85m_w	0.1341	LWL85m_N	387677.0	LWL85m_S	143034.0	LWL85m_rho	None	LWL85m_dS	0.038	LPB93	LPB93_dN	0.005	LPB93_dS	0.038	LPB93_w	0.1333	LWL85	LWL85_dN	0.004	LWL85_S	116456.0	LWL85_dS	0.046	LWL85_w	0.1021	LWL85_N	414255.0	NG86	NG86_dN	0.0046	NG86_omega	0.1019	NG86_dS	0.0448
MG1297_maxbin_2	MG1174_maxbin_9_sub	YN00	YN00_dN	0.0054	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0007	YN00_N	404704.7	YN00_S	126007.3	YN00_t	0.0486	YN00_omega	0.1062	YN00_dS	0.0509	LWL85m	LWL85m_dN	0.005	LWL85m_w	0.1353	LWL85m_N	389093.0	LWL85m_S	141618.0	LWL85m_rho	None	LWL85m_dS	0.043	LPB93	LPB93_dN	0.005	LPB93_dS	0.043	LPB93_w	0.1349	LWL85	LWL85_dN	0.005	LWL85_S	116434.0	LWL85_dS	0.053	LWL85_w	0.1045	LWL85_N	414277.0	NG86	NG86_dN	0.0054	NG86_omega	0.1063	NG86_dS	0.0508
MG1297_maxbin_2	MG108_maxbin_1	YN00	YN00_dN	0.0043	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404678.1	YN00_S	126033.9	YN00_t	0.0423	YN00_omega	0.0938	YN00_dS	0.0456	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1221	LWL85m_N	388005.0	LWL85m_S	142706.0	LWL85m_rho	None	LWL85m_dS	0.039	LPB93	LPB93_dN	0.004	LPB93_dS	0.039	LPB93_w	0.1217	LWL85	LWL85_dN	0.004	LWL85_S	116454.0	LWL85_dS	0.047	LWL85_w	0.0933	LWL85_N	414257.0	NG86	NG86_dN	0.0043	NG86_omega	0.0938	NG86_dS	0.0455
MG1297_maxbin_2	SRR10957307	YN00	YN00_dN	0.0041	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404709.3	YN00_S	126002.7	YN00_t	0.0382	YN00_omega	0.1014	YN00_dS	0.0404	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.133	LWL85m_N	386675.0	LWL85m_S	144036.0	LWL85m_rho	None	LWL85m_dS	0.034	LPB93	LPB93_dN	0.004	LPB93_dS	0.034	LPB93_w	0.1323	LWL85	LWL85_dN	0.004	LWL85_S	116447.0	LWL85_dS	0.042	LWL85_w	0.1004	LWL85_N	414264.0	NG86	NG86_dN	0.0041	NG86_omega	0.1014	NG86_dS	0.0403
MG1297_maxbin_2	MG32_maxbin_6	YN00	YN00_dN	0.0041	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404680.4	YN00_S	126031.6	YN00_t	0.0397	YN00_omega	0.0973	YN00_dS	0.0425	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1282	LWL85m_N	386831.0	LWL85m_S	143880.0	LWL85m_rho	None	LWL85m_dS	0.036	LPB93	LPB93_dN	0.004	LPB93_dS	0.036	LPB93_w	0.1278	LWL85	LWL85_dN	0.004	LWL85_S	116449.0	LWL85_dS	0.044	LWL85_w	0.0969	LWL85_N	414262.0	NG86	NG86_dN	0.0041	NG86_omega	0.0973	NG86_dS	0.0424
MG1297_maxbin_2	AP012332_1	YN00	YN00_dN	0.0039	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404717.3	YN00_S	125994.7	YN00_t	0.0382	YN00_omega	0.0955	YN00_dS	0.0411	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1254	LWL85m_N	386596.0	LWL85m_S	144115.0	LWL85m_rho	None	LWL85m_dS	0.034	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.1241	LWL85	LWL85_dN	0.004	LWL85_S	116447.0	LWL85_dS	0.043	LWL85_w	0.0946	LWL85_N	414264.0	NG86	NG86_dN	0.0039	NG86_omega	0.0955	NG86_dS	0.041
MG1297_maxbin_2	ERR1045856	YN00	YN00_dN	0.0043	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404700.4	YN00_S	126011.6	YN00_t	0.0412	YN00_omega	0.0965	YN00_dS	0.0441	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1264	LWL85m_N	387079.0	LWL85m_S	143632.0	LWL85m_rho	None	LWL85m_dS	0.037	LPB93	LPB93_dN	0.004	LPB93_dS	0.037	LPB93_w	0.1261	LWL85	LWL85_dN	0.004	LWL85_S	116442.0	LWL85_dS	0.046	LWL85_w	0.0957	LWL85_N	414269.0	NG86	NG86_dN	0.0043	NG86_omega	0.0966	NG86_dS	0.044
MG1297_maxbin_2	ERR1045858	YN00	YN00_dN	0.0042	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404707.0	YN00_S	126005.0	YN00_t	0.0395	YN00_omega	0.1003	YN00_dS	0.042	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1308	LWL85m_N	386672.0	LWL85m_S	144039.0	LWL85m_rho	None	LWL85m_dS	0.035	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.1297	LWL85	LWL85_dN	0.004	LWL85_S	116438.0	LWL85_dS	0.044	LWL85_w	0.0987	LWL85_N	414273.0	NG86	NG86_dN	0.0042	NG86_omega	0.1004	NG86_dS	0.0419
MG1297_maxbin_2	MG1397_maxbin_5	YN00	YN00_dN	0.0041	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404724.4	YN00_S	125987.6	YN00_t	0.0382	YN00_omega	0.1	YN00_dS	0.0406	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1324	LWL85m_N	386922.0	LWL85m_S	143789.0	LWL85m_rho	None	LWL85m_dS	0.034	LPB93	LPB93_dN	0.004	LPB93_dS	0.034	LPB93_w	0.1315	LWL85	LWL85_dN	0.004	LWL85_S	116442.0	LWL85_dS	0.042	LWL85_w	0.1002	LWL85_N	414269.0	NG86	NG86_dN	0.0041	NG86_omega	0.1	NG86_dS	0.0405
MG1297_maxbin_2	MG280_maxbin_4	YN00	YN00_dN	0.0041	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404760.1	YN00_S	125951.9	YN00_t	0.0402	YN00_omega	0.0942	YN00_dS	0.0433	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1217	LWL85m_N	387651.0	LWL85m_S	143061.0	LWL85m_rho	None	LWL85m_dS	0.037	LPB93	LPB93_dN	0.004	LPB93_dS	0.037	LPB93_w	0.1213	LWL85	LWL85_dN	0.004	LWL85_S	116436.0	LWL85_dS	0.045	LWL85_w	0.0927	LWL85_N	414275.0	NG86	NG86_dN	0.0041	NG86_omega	0.0943	NG86_dS	0.0432
MG1297_maxbin_2	MG1284_maxbin_1	YN00	YN00_dN	0.0042	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404710.9	YN00_S	126001.1	YN00_t	0.0388	YN00_omega	0.1012	YN00_dS	0.0411	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1334	LWL85m_N	385538.0	LWL85m_S	145173.0	LWL85m_rho	None	LWL85m_dS	0.034	LPB93	LPB93_dN	0.004	LPB93_dS	0.034	LPB93_w	0.132	LWL85	LWL85_dN	0.004	LWL85_S	116428.0	LWL85_dS	0.043	LWL85_w	0.0996	LWL85_N	414283.0	NG86	NG86_dN	0.0042	NG86_omega	0.1012	NG86_dS	0.0411
MG1297_maxbin_2	ERR1045811	YN00	YN00_dN	0.0042	YN00_dN SE	0.0001	YN00_kappa	3.7825	YN00_dS SE	0.0006	YN00_N	404766.5	YN00_S	125945.5	YN00_t	0.0396	YN00_omega	0.0991	YN00_dS	0.0422	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.131	LWL85m_N	385660.0	LWL85m_S	145052.0	LWL85m_rho	None	LWL85m_dS	0.035	LPB93	LPB93_dN	0.004	LPB93_dS	0.035	LPB93_w	0.13	LWL85	LWL85_dN	0.004	LWL85_S	116439.0	LWL85_dS	0.044	LWL85_w	0.0979	LWL85_N	414272.0	NG86	NG86_dN	0.0042	NG86_omega	0.0992	NG86_dS	0.0421
